Group;Participant;Sound;Token#;F1;F2;F3;Language;Time;VerbalInt;BestBq;BestEng;ExpL1;Alondra;Inhibition;Precision_E;Precision_y;Distance
Novel;304;i;24;388;2759;3380;L1;T0;95;38;34;80;259;0;15.05684526;23.84701631;0.815863488
Novel;304;i;25;373;2751;3443;L1;T0;95;38;34;80;259;0;15.05684526;23.84701631;2.140264046
Novel;305;i;1;381;2859;2859;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;6.681584252
Novel;305;i;2;357;2848;3543;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;5.200715371
Novel;305;i;3;368;2794;3463;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;0.745787008
Novel;305;i;4;360;2805;3555;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;1.997589289
Novel;305;i;5;368;2825;3514;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;1.922736993
Novel;305;i;6;366;2794;3494;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;0.997489991
Novel;305;i;7;351;2812;3529;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;4.063081438
Novel;305;i;8;382;2800;3462;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;0.306008872
Novel;305;i;9;367;2760;3440;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;2.329129521
Novel;305;i;10;387;2777;3437;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;0.186647148
Novel;305;i;11;391;2788;3406;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;0.579553763
Novel;305;i;12;376;2759;3423;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;1.164303767
Novel;305;i;13;379;2771;3417;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;0.304238664
Novel;305;i;14;389;2759;3401;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;0.80882979
Novel;305;i;15;408;2792;3390;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;4.104604711
Novel;305;i;16;404;2787;3447;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;2.790690384
Novel;305;i;17;384;2772;3459;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;0.189611072
Novel;305;i;18;400;2800;3419;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;2.605023926
Novel;305;i;19;378;2743;3337;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;2.405915381
Novel;305;i;20;379;2775;3417;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;0.173708054
Novel;305;i;21;394;2766;3457;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;0.89716202
Novel;305;i;22;400;2730;3439;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;3.788086178
Novel;305;i;23;391;2796;3388;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;0.85054675
Novel;305;i;24;390;2763;3373;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;0.678713522
Novel;305;i;25;372;2752;3443;L1;T0;103;42;28;50;274;0;77.24029911;270.1908286;2.228242135
Novel;306;i;1;357;2645;3119;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;0.371173606
Novel;306;i;2;362;2634;2958;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;0.180308672
Novel;306;i;3;358;2691;3044;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;2.061594244
Novel;306;i;4;356;2642;2968;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;0.367846876
Novel;306;i;5;370;2566;2882;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;0.556251335
Novel;306;i;6;383;2602;2911;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;1.12923903
Novel;306;i;7;374;2595;2915;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;0.125585499
Novel;306;i;8;340;2720;2951;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;3.069578636
Novel;306;i;9;333;2736;3038;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;4.163274069
Novel;306;i;10;360;2619;2946;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;0.145963733
Novel;306;i;11;350;2590;2905;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;2.27549515
Novel;306;i;12;375;2545;2826;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;1.024349727
Novel;306;i;13;382;2569;2846;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;0.563242454
Novel;306;i;14;388;2602;2944;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;2.017975203
Novel;306;i;15;417;2529;2842;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;7.09806825
Novel;306;i;16;371;2600;3000;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;0.038325288
Novel;306;i;17;390;2506;2864;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;2.364343996
Novel;306;i;18;376;2563;2914;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;0.440585714
Novel;306;i;19;406;2531;2818;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;3.981667868
Novel;306;i;20;361;2468;2816;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;11.00196588
Novel;306;i;21;353;2639;3081;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;0.526849976
Novel;306;i;22;357;2590;2902;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;1.034354297
Novel;306;i;23;349;2699;3089;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;2.015509076
Novel;306;i;24;367;2634;2937;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;0.338868552
Novel;306;i;25;347;2644;2967;L1;T0;90;58;46;50;188;-0,5168;45.81615993;73.84171788;1.10758287
Novel;307;i;1;329;2726;3356;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;6.264946339
Novel;307;i;2;349;2707;3336;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;1.080550625
Novel;307;i;3;361;2753;3343;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;4.831974828
Novel;307;i;4;373;2690;3286;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;3.182262352
Novel;307;i;5;354;2705;3332;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;0.810176425
Novel;307;i;6;345;2738;3312;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;2.386911398
Novel;307;i;7;351;2640;3255;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;1.383409871
Novel;307;i;8;366;2581;3205;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;1.887730607
Novel;307;i;9;375;2615;3261;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;1.224430609
Novel;307;i;10;353;2636;3206;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;1.116640477
Novel;307;i;11;370;2611;3241;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;0.683726121
Novel;307;i;12;358;2571;3294;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;4.070390138
Novel;307;i;13;361;2646;3634;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;0.028842252
Novel;307;i;14;361;2675;3272;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;0.223215798
Novel;307;i;15;387;2597;3222;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;4.251630139
Novel;307;i;16;362;2623;3246;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;0.391937744
Novel;307;i;17;358;2684;3296;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;0.294218438
Novel;307;i;18;345;2737;3250;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;2.346459088
Novel;307;i;19;374;2571;3283;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;2.189301765
Novel;307;i;20;356;2682;3262;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;0.25388714
Novel;307;i;21;368;2591;3252;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;1.262651375
Novel;307;i;22;377;2576;3268;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;2.19738092
Novel;307;i;23;347;2647;3298;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;2.110943708
Novel;307;i;24;367;2695;3244;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;1.838629206
Novel;307;i;25;374;2655;3383;L1;T0;98;34;33;60;195;-0,199;13.69222053;139.430019;1.687752637
Novel;308;i;1;395;2832;3234;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;3.592521551
Novel;308;i;2;368;2816;3223;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;0.438899359
Novel;308;i;3;359;2826;3264;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;0.465101793
Novel;308;i;4;347;2810;3215;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;0.631704446
Novel;308;i;5;396;2848;3294;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;4.198060391
Novel;308;i;6;342;2777;3127;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;0.843626552
Novel;308;i;7;372;2759;3160;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;0.39145717
Novel;308;i;8;373;2783;3202;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;0.388922447
Novel;308;i;9;358;2824;3311;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;0.43479915
Novel;308;i;10;346;2780;3269;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;0.516845558
Novel;308;i;11;366;2692;3106;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;1.592132533
Novel;308;i;12;362;2627;3127;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;4.718895665
Novel;308;i;13;338;2921;3246;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;5.26503283
Novel;308;i;14;401;2799;3122;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;4.146681243
Novel;308;i;15;344;2762;3211;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;0.739157349
Novel;308;i;16;392;2640;3050;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;6.173417987
Novel;308;i;17;337;2715;3118;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;2.259462671
Novel;308;i;18;351;2861;3240;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;1.582911703
Novel;308;i;19;368;2703;3119;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;1.28466743
Novel;308;i;20;351;2709;3040;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;1.248988893
Novel;308;i;21;345;2794;3270;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;0.628784445
Novel;308;i;22;319;2731;3180;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;4.789729413
Novel;308;i;23;365;2801;3179;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;0.157592415
Novel;308;i;24;355;2861;3258;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;1.450928779
Novel;308;i;25;363;2793;3172;L1;T0;97;45;48;70;212;0;50.19207152;74.98204223;0.059678229
Novel;309;i;1;402;2904;3546;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;0.174362665
Novel;309;i;2;407;2936;3491;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;1.218429751
Novel;309;i;3;415;2894;3553;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;0.497854854
Novel;309;i;4;396;2918;3524;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;0.646028251
Novel;309;i;5;409;2991;3580;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;5.060871012
Novel;309;i;6;417;2885;3381;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;0.620253595
Novel;309;i;7;426;2871;3524;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;1.736086222
Novel;309;i;8;399;2966;3472;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;2.960879029
Novel;309;i;9;403;2920;3436;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;0.559414782
Novel;309;i;10;389;2879;3421;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;0.595409817
Novel;309;i;11;381;2887;3471;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;1.466710631
Novel;309;i;12;387;2801;3353;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;3.732532741
Novel;309;i;13;416;2901;3434;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;0.655251728
Novel;309;i;14;364;2876;3424;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;4.651750868
Novel;309;i;15;357;2885;3461;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;6.452789417
Novel;309;i;16;397;2868;3405;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;0.213582834
Novel;309;i;17;407;2749;3350;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;7.978034171
Novel;309;i;18;397;2840;3432;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;0.940494123
Novel;309;i;19;405;2889;3408;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;0.025150328
Novel;309;i;20;435;2856;3504;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;3.550130394
Novel;309;i;21;426;2854;3504;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;2.06265627
Novel;309;i;22;416;2851;3363;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;1.019707732
Novel;309;i;23;412;2905;3488;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;0.445966373
Novel;309;i;24;413;2902;3550;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;0.455317578
Novel;309;i;25;394;2874;3486;L1;T0;106;55;65;50;206;0;17.09822993;264.8280838;0.280334834
Novel;310;i;1;343;2850;3298;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;0.609849684
Novel;310;i;2;320;2873;3383;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;1.347368476
Novel;310;i;3;336;2927;3321;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;0.184713924
Novel;310;i;4;330;2874;3175;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;0.4331218
Novel;310;i;5;336;2913;3284;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;0.046993022
Novel;310;i;6;301;2956;3322;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;4.173546412
Novel;310;i;7;356;2847;3189;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;1.353715552
Novel;310;i;8;347;2946;3374;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;0.993850352
Novel;310;i;9;352;2681;3216;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;11.6418265
Novel;310;i;10;326;2842;3324;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;1.549903349
Novel;310;i;11;364;2980;3524;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;4.651275842
Novel;310;i;12;359;2966;3545;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;3.104502131
Novel;310;i;13;342;2874;3297;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;0.179064159
Novel;310;i;14;344;2934;3435;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;0.513647153
Novel;310;i;15;334;2947;3486;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;0.552153697
Novel;310;i;16;279;2964;3735;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;10.24720153
Novel;310;i;17;355;2860;3256;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;1.047893862
Novel;310;i;18;344;2842;3243;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;0.825297481
Novel;310;i;19;345;2986;3598;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;2.338274664
Novel;310;i;20;340;2891;3227;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;0.026385643
Novel;310;i;21;352;2886;3354;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;0.598043992
Novel;310;i;22;347;2889;3305;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;0.253915801
Novel;310;i;23;321;2935;3543;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;0.955333488
Novel;310;i;24;335;2889;3352;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;0.063484102
Novel;310;i;25;336;2935;3558;L1;T0;101;56;44;70;191;-0,1579;49.49883666;101.167294;0.308637386
Novel;311;i;1;376;2851;3492;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;8.844588843
Novel;311;i;2;338;2799;3575;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;1.651613522
Novel;311;i;3;321;2871;3590;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;0.256160887
Novel;311;i;4;338;2835;3656;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;0.724327619
Novel;311;i;5;342;2869;3606;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;1.120838557
Novel;311;i;6;326;2886;3576;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;0.537367689
Novel;311;i;7;309;2849;3540;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;0.781344825
Novel;311;i;8;326;2854;3482;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;0.022424711
Novel;311;i;9;326;2955;3629;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;4.210387695
Novel;311;i;10;345;2904;3651;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;2.317231108
Novel;311;i;11;303;2878;3567;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;1.999465566
Novel;311;i;12;330;2846;3574;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;0.111678686
Novel;311;i;13;295;2776;3596;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;4.228668537
Novel;311;i;14;305;2857;3584;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;1.310689882
Novel;311;i;15;315;2923;3581;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;2.546268305
Novel;311;i;16;322;2796;3771;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;0.966708211
Novel;311;i;17;307;2847;3629;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;0.989363685
Novel;311;i;18;327;2779;3456;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;1.797666176
Novel;311;i;19;319;2745;3420;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;3.830948178
Novel;311;i;20;308;2789;3659;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;1.913052053
Novel;311;i;21;341;2831;3602;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;1.09542562
Novel;311;i;22;340;2813;3588;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;1.389804889
Novel;311;i;23;308;2839;3697;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;0.873722504
Novel;311;i;24;324;2955;3623;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;4.252235473
Novel;311;i;25;316;2842;3661;L1;T0;118;64;53;60;231;-0,096;91.64357723;75.24971118;0.228016779
Novel;312;i;1;410;2600;3289;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;1.221165372
Novel;312;i;2;396;2642;3391;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;0.225621026
Novel;312;i;3;397;2728;3321;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;4.860044637
Novel;312;i;4;413;2521;3177;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;5.370331652
Novel;312;i;5;406;2558;3263;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;1.99241119
Novel;312;i;6;401;2650;3278;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;0.543407842
Novel;312;i;7;403;2629;3261;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;0.314543613
Novel;312;i;8;405;2684;3354;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;2.214420721
Novel;312;i;9;377;2652;3246;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;2.570272683
Novel;312;i;10;378;2595;3215;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;2.172476932
Novel;312;i;11;357;2587;3395;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;9.393310224
Novel;312;i;12;384;2583;3230;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;1.396408764
Novel;312;i;13;390;2561;3291;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;1.572693773
Novel;312;i;14;378;2671;3478;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;2.998212638
Novel;312;i;15;403;2578;3394;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;0.908340453
Novel;312;i;16;402;2563;3229;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;1.412876968
Novel;312;i;17;391;2564;3291;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;1.366987838
Novel;312;i;18;398;2639;3327;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;0.191830704
Novel;312;i;19;406;2628;3205;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;0.595004947
Novel;312;i;20;411;2640;3117;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;1.469487999
Novel;312;i;21;394;2593;3256;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;0.291681641
Novel;312;i;22;411;2632;3135;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;1.349382976
Novel;312;i;23;400;2615;3178;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;0.085905839
Novel;312;i;24;397;2709;3090;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;3.32324431
Novel;312;i;25;398;2637;3211;L1;T0;112;60;45;60;269;-0,0322;5.102277106;151.3814588;0.159935259
Novel;313;i;1;295;2937;3537;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;4.633184457
Novel;313;i;2;312;3018;3707;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;1.309891013
Novel;313;i;3;326;3009;3643;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;0.537231757
Novel;313;i;4;350;3090;3709;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;1.056563505
Novel;313;i;5;357;3035;3569;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;0.102766343
Novel;313;i;6;357;3091;3683;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;1.137522578
Novel;313;i;7;351;3017;3675;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;0.041905925
Novel;313;i;8;286;3073;3780;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;4.755341346
Novel;313;i;9;331;3061;3657;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;0.644694626
Novel;313;i;10;315;3063;3768;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;1.55284166
Novel;313;i;11;329;2999;3497;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;0.523805693
Novel;313;i;12;363;3022;3516;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;0.260437421
Novel;313;i;13;379;2953;3434;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;2.695696677
Novel;313;i;14;314;3089;3688;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;2.383577233
Novel;313;i;15;368;2982;3509;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;1.055882382
Novel;313;i;16;369;3068;3622;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;0.850893513
Novel;313;i;17;372;3043;3622;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;0.654284379
Novel;313;i;18;378;3027;3520;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;0.961606466
Novel;313;i;19;374;2965;3565;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;1.897999576
Novel;313;i;20;374;2968;3497;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;1.793819153
Novel;313;i;21;299;2913;3488;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;5.454663609
Novel;313;i;22;368;3168;3807;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;5.511206977
Novel;313;i;23;386;2955;3551;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;3.163889942
Novel;313;i;24;389;3102;3673;L1;T0;103;51;50;60;273;0;9.991809678;172.1349187;3.020293768
Novel;314;i;1;434;2743;3236;L1;T0;75;46;19;60;178;-0,1345;48.32852005;84.92310719;0.668046646
Novel;314;i;2;417;2680;3219;L1;T0;75;46;19;60;178;-0,1345;48.32852005;84.92310719;0.955407966
Novel;314;i;3;435;2702;3271;L1;T0;75;46;19;60;178;-0,1345;48.32852005;84.92310719;0.817997359
Novel;314;i;4;407;2648;3252;L1;T0;75;46;19;60;178;-0,1345;48.32852005;84.92310719;2.595028815
Novel;314;i;5;420;2620;3175;L1;T0;75;46;19;60;178;-0,1345;48.32852005;84.92310719;3.865211222
Novel;314;i;6;444;2664;3110;L1;T0;75;46;19;60;178;-0,1345;48.32852005;84.92310719;2.184452728
Novel;314;i;7;400;2669;3125;L1;T0;75;46;19;60;178;-0,1345;48.32852005;84.92310719;1.906920745
Novel;314;i;8;422;2699;3262;L1;T0;75;46;19;60;178;-0,1345;48.32852005;84.92310719;0.472145427
Novel;314;i;9;438;2763;3368;L1;T0;75;46;19;60;178;-0,1345;48.32852005;84.92310719;1.251496876
Novel;314;i;10;418;2745;3268;L1;T0;75;46;19;60;178;-0,1345;48.32852005;84.92310719;0.06626467
Novel;314;i;11;373;2859;3352;L1;T0;75;46;19;60;178;-0,1345;48.32852005;84.92310719;4.504756651
Novel;314;i;12;400;2754;3325;L1;T0;75;46;19;60;178;-0,1345;48.32852005;84.92310719;0.189469517
Novel;314;i;13;296;2794;3440;L1;T0;75;46;19;60;178;-0,1345;48.32852005;84.92310719;16.49812307
Novel;314;i;14;405;2739;3384;L1;T0;75;46;19;60;178;-0,1345;48.32852005;84.92310719;0.066168043
Novel;314;i;15;419;2780;3352;L1;T0;75;46;19;60;178;-0,1345;48.32852005;84.92310719;0.621104656
Novel;314;i;16;412;2745;3519;L1;T0;75;46;19;60;178;-0,1345;48.32852005;84.92310719;0.007678124
Novel;314;i;17;433;2838;3405;L1;T0;75;46;19;60;178;-0,1345;48.32852005;84.92310719;4.030513917
Novel;314;i;18;422;2808;3406;L1;T0;75;46;19;60;178;-0,1345;48.32852005;84.92310719;1.69002874
Novel;314;i;19;430;2656;3356;L1;T0;75;46;19;60;178;-0,1345;48.32852005;84.92310719;1.930800328
Novel;314;i;20;426;2774;3355;L1;T0;75;46;19;60;178;-0,1345;48.32852005;84.92310719;0.754723637
Novel;314;i;21;403;2702;3330;L1;T0;75;46;19;60;178;-0,1345;48.32852005;84.92310719;0.628888875
Novel;314;i;22;401;2755;3445;L1;T0;75;46;19;60;178;-0,1345;48.32852005;84.92310719;0.168635689
