Group;Participant;Sound;Language;Time;Alondra;Inhibition;Compactness;Precision_L2
Conflicting;214;u;L1;T1;251;-0,1848;1300.603484;29.89638217
Conflicting;215;u;L1;T1;188;-0,0196;1099.593731;28.77586663
Conflicting;217;u;L1;T1;232;-0,0401;3948.565301;260.4713442
Conflicting;218;u;L1;T1;234;0;5961.366893;233.8812518
Conflicting;219;u;L1;T1;172;-0,1621;3511.563318;317.1360199
Conflicting;221;u;L1;T1;204;0;3023.232874;41.63536037
Conflicting;222;u;L1;T1;197;-0,062;1876.117776;93.74519023
Conflicting;223;u;L1;T1;270;0;6811.430955;97.22313688
Conflicting;225;u;L1;T1;274;-0,0467;1069.775652;44.83518495
Conflicting;227;u;L1;T1;245;-0,314;1861.691653;396.6254646
Conflicting;228;u;L1;T1;271;0;2011.876407;39.44398479
Conflicting;229;u;L1;T1;190;0;1323.985658;186.6427065
Novel;301;u;L1;T1;224;-0,9083;1490.85938;51.39393225
Novel;302;u;L1;T1;;0;5474.554787;49.39670554
Novel;303;u;L1;T1;188;0;5451.093354;259.8716375
Novel;304;u;L1;T1;259;0;2375.413714;23.84701631
Novel;305;u;L1;T1;274;0;2458.764244;270.1908286
Novel;306;u;L1;T1;188;-0,5168;7478.717584;73.84171788
Novel;307;u;L1;T1;195;-0,199;3339.920283;139.430019
Novel;308;u;L1;T1;212;0;2189.842702;74.98204223
Novel;309;u;L1;T1;206;0;763.6155953;264.8280838
Novel;310;u;L1;T1;191;-0,1579;1154.954468;101.167294
Novel;311;u;L1;T1;231;-0,096;1620.979924;75.24971118
Novel;312;u;L1;T1;269;-0,0322;3163.825311;151.3814588
Novel;313;u;L1;T1;273;0;1501.194106;172.1349187
Novel;314;u;L1;T1;178;-0,1345;2056.635051;84.92310719
Novel;315;u;L1;T1;235;-0,0499;2319.559927;154.0135134
Novel;316;u;L1;T1;213;-0,1526;1847.360287;38.16417288
Novel;317;u;L1;T1;225;-0,128;3230.861327;1242.78019
Novel;318;u;L1;T1;185;0;6325.294149;47.03632967
Novel;320;u;L1;T1;202;0;655.2160957;174.7684585
Novel;321;u;L1;T1;212;-0,0635;2189.432526;68.24936499
Novel;322;u;L1;T1;206;-0,4812;4692.036871;90.33495628
Novel;325;u;L1;T1;196;-0,082;1243.329942;101.747305
Novel;326;u;L1;T1;234;0;5568.708137;41.96541753
Novel;328;u;L1;T1;232;-0,1358;3275.1881;14.149775
Novel;329;u;L1;T1;274;0;896.2922;100.4405678
Auditory;101;e;L1;T2;267;-0,0648;8635.156944;129.7792302
Auditory;102;e;L1;T2;253;0;10307.69806;15.79491382
Auditory;103;e;L1;T2;191;0;3295.234322;103.5807645
Auditory;104;e;L1;T2;237;0;5397.414214;39.59899258
Auditory;105;e;L1;T2;218;0;5631.260448;33.34010206
Auditory;107;e;L1;T2;255;-0,315;1270.785186;8.580157658
Auditory;108;e;L1;T2;242;0;2440.968768;116.221738
Auditory;109;e;L1;T2;175;0;6488.303411;44.84602467
Auditory;110;e;L1;T2;236;-0,2518;10920.9228;43.67613923
Auditory;111;e;L1;T2;186;0;11943.10957;58.88540568
Auditory;112;e;L1;T2;180;0;4781.140491;97.4389588
Auditory;113;e;L1;T2;230;-0,0941;2640.481529;73.07148324
Auditory;114;e;L1;T2;250;-0,0115;1225.748601;52.95833642
Auditory;115;e;L1;T2;194;-0,2189;6675.252858;36.77209652
Auditory;116;e;L1;T2;197;-0,345;8524.064885;12.41647205
Auditory;117;e;L1;T2;247;0;2865.847275;12.49402773
Auditory;118;e;L1;T2;193;-0,4282;2709.961315;7.550961681
Auditory;119;e;L1;T2;183;-0,1424;3820.027194;6.066129017
Auditory;120;e;L1;T2;229;-0,1764;7261.331776;49.53506596
Auditory;121;e;L1;T2;216;0;3663.440318;17.23631067
Auditory;122;e;L1;T2;220;-0,1658;7188.260332;150.6602212
Auditory;123;e;L1;T2;252;-0,1044;4841.699582;35.03117856
Auditory;124;e;L1;T2;226;-0,1132;5285.550621;178.3621621
Auditory;125;e;L1;T2;263;0;10007.02332;37.72509334
Auditory;126;e;L1;T2;138;-0,7027;6979.638688;118.7202434
Auditory;101;i;L1;T2;267;-0,0648;5246.331091;74.09780454
Auditory;102;i;L1;T2;253;0;2931.431075;119.3339602
Auditory;103;i;L1;T2;191;0;3513.881518;43.2234861
Auditory;104;i;L1;T2;237;0;2341.272773;84.04805186
Auditory;105;i;L1;T2;218;0;8336.033823;54.52844399
Auditory;107;i;L1;T2;255;-0,315;3750.143567;115.0996661
Auditory;108;i;L1;T2;242;0;6078.200852;196.4809065
Auditory;109;i;L1;T2;175;0;4937.674341;241.0985719
Auditory;110;i;L1;T2;236;-0,2518;6134.665257;54.71486564
Auditory;111;i;L1;T2;186;0;6361.948054;147.0358756
Auditory;112;i;L1;T2;180;0;5456.454261;104.7942522
Auditory;113;i;L1;T2;230;-0,0941;1854.76012;292.7808715
Auditory;114;i;L1;T2;250;-0,0115;1379.282913;63.43505974
Auditory;115;i;L1;T2;194;-0,2189;1715.337426;121.4861442
Auditory;116;i;L1;T2;197;-0,345;1638.699217;241.8398853
Auditory;117;i;L1;T2;247;0;2880.798555;77.77505333
Auditory;118;i;L1;T2;193;-0,4282;2835.402771;90.47012068
Auditory;119;i;L1;T2;183;-0,1424;6126.695242;62.06079128
Auditory;120;i;L1;T2;229;-0,1764;4007.35299;139.4231881
Auditory;121;i;L1;T2;216;0;3046.607651;95.9682952
Auditory;122;i;L1;T2;220;-0,1658;1597.301156;33.46127954
Auditory;123;i;L1;T2;252;-0,1044;2061.87381;401.7658139
Auditory;124;i;L1;T2;226;-0,1132;21539.99399;24.0521724
Auditory;125;i;L1;T2;263;0;7054.969513;457.2243944
Auditory;126;i;L1;T2;138;-0,7027;5173.339642;29.77861251
Auditory;101;u;L1;T2;267;-0,0648;1870.160998;74.09780454
Auditory;102;u;L1;T2;253;0;5231.782301;119.3339602
Auditory;103;u;L1;T2;191;0;1496.798222;43.2234861
Auditory;104;u;L1;T2;237;0;708.8401517;84.04805186
Auditory;105;u;L1;T2;218;0;1354.136604;54.52844399
Auditory;107;u;L1;T2;255;-0,315;2549.531144;115.0996661
Auditory;108;u;L1;T2;242;0;5531.411927;196.4809065
Auditory;109;u;L1;T2;175;0;2944.586669;241.0985719
Auditory;110;u;L1;T2;236;-0,2518;11810.41958;54.71486564
Auditory;111;u;L1;T2;186;0;5664.839303;147.0358756
Auditory;112;u;L1;T2;180;0;7686.425736;104.7942522
Auditory;113;u;L1;T2;230;-0,0941;1887.028944;292.7808715
Auditory;114;u;L1;T2;250;-0,0115;1007.569278;63.43505974
Auditory;115;u;L1;T2;194;-0,2189;1465.057785;121.4861442
Auditory;116;u;L1;T2;197;-0,345;1167.801344;241.8398853
Auditory;117;u;L1;T2;247;0;2131.395205;77.77505333
Auditory;118;u;L1;T2;193;-0,4282;2524.535104;90.47012068
Auditory;119;u;L1;T2;183;-0,1424;811.1943453;62.06079128
Auditory;120;u;L1;T2;229;-0,1764;2999.801907;139.4231881
Auditory;121;u;L1;T2;216;0;2242.893452;95.9682952
Auditory;122;u;L1;T2;220;-0,1658;1239.754849;33.46127954
Auditory;123;u;L1;T2;252;-0,1044;2176.812554;401.7658139
Auditory;124;u;L1;T2;226;-0,1132;5050.771956;24.0521724
Auditory;125;u;L1;T2;263;0;3858.060412;457.2243944
Auditory;126;u;L1;T2;138;-0,7027;1939.28669;29.77861251
